Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members
5118448,F,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,-10080,-735,1,1,0,0,Sales staff,3
5116818,M,N,Y,0,85500,State servant,Secondary / secondary special,Separated,Co-op apartment,-16542,-8737,1,1,1,0,Core staff,1
5022833,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,2
5086006,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,365243,1,0,0,0,,1
5010397,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,-14148,-1591,1,1,1,0,High skill tech staff,3
5047789,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-10457,-979,1,0,0,0,,2
5105657,F,Y,Y,2,540000,Working,Higher education,Single / not married,House / apartment,-14160,-422,1,0,1,1,,3
5150047,F,N,Y,0,283500,Working,Secondary / secondary special,Married,House / apartment,-17958,-655,1,0,0,0,Sales staff,2
5035791,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973,365243,1,0,0,0,,1
5021682,M,N,Y,0,,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5088699,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-17562,-1261,1,0,0,0,Medicine staff,2
5115797,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578,-7346,1,0,0,0,Laborers,2
5023460,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1
5096466,M,Y,N,1,450000,Working,Higher education,Married,House / apartment,-19410,-5545,1,1,0,0,Managers,3
5146472,F,Y,Y,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14133,-3810,1,0,0,0,Sales staff,2
5024527,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20967,365243,1,0,1,0,,1
5095193,M,Y,Y,1,495000,Commercial associate,Secondary / secondary special,Married,House / apartment,,-1190,1,0,1,0,Managers,3
5068156,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,1,0,0,0,,2
5117756,M,Y,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,-16011,-1649,1,0,0,0,Managers,2
5066507,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-17538,-7676,1,0,1,0,Private service staff,1
5143164,F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,1,0,0,Accountants,4
5088834,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,-12563,-3715,1,0,0,1,Accountants,2
5135841,F,N,Y,1,36000,Working,Secondary / secondary special,Married,House / apartment,-12417,-1113,1,0,1,0,Core staff,3
5023059,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11279,-508,1,0,0,0,Laborers,3
5125325,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874,-2722,1,0,0,0,,2
5135574,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-11749,-992,1,0,0,0,Medicine staff,2
5009053,F,N,Y,2,202500,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Core staff,4
5028292,F,N,Y,0,292500,Working,Higher education,Separated,House / apartment,-19736,-12621,1,0,1,0,Core staff,1
5029108,M,Y,N,1,315000,State servant,Secondary / secondary special,Married,House / apartment,-13230,-3643,1,0,0,1,High skill tech staff,3
5091400,F,N,N,0,135000,Working,Secondary / secondary special,Married,With parents,-12278,-869,1,0,0,0,,2
5050768,F,N,N,2,337500,Working,Secondary / secondary special,Married,House / apartment,-10990,-2174,1,0,0,0,Core staff,4
5113420,F,N,N,1,157500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12716,-5336,1,0,0,0,Core staff,2
5113132,F,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19033,-3535,1,0,0,0,Sales staff,2
5062670,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3
5029352,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2
5105067,M,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,-13682,-453,1,1,1,0,,2
5143573,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-9124,-960,1,1,0,0,Drivers,2
5045203,F,Y,Y,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-21009,365243,1,0,0,0,,2
5065673,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11512,-4711,1,0,0,0,,1
5029544,F,Y,Y,1,133650,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596,-1965,1,0,0,0,,3
5045800,M,Y,Y,1,427500,Working,Secondary / secondary special,Married,House / apartment,-11892,-2543,1,0,1,0,Drivers,3
5111159,F,Y,Y,1,81000,Working,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,3
5099957,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-11239,-460,1,0,0,0,Accountants,3
5143360,F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,-22811,-2234,1,1,1,0,High skill tech staff,2
5091753,M,Y,N,2,135000,Working,Higher education,Married,House / apartment,-12725,-1631,1,0,0,0,Core staff,4
5117403,F,N,N,0,94500,Working,Secondary / secondary special,Married,House / apartment,-16758,-1619,1,0,0,0,Waiters/barmen staff,2
5149319,F,Y,Y,1,180000,Working,Higher education,Separated,House / apartment,-18838,-5981,1,0,0,0,Managers,2
5137542,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-18881,-3153,1,1,0,0,Cooking staff,2
5095170,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,1,0,0,0,Drivers,2
5090780,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3
5092242,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-20754,-2330,1,0,0,0,,2
5068671,M,N,Y,0,247500,Working,Incomplete higher,Married,House / apartment,-9159,-413,1,0,0,0,Core staff,2
5143427,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23431,365243,1,0,0,0,,1
5087994,M,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547,-6645,1,0,0,0,,3
5052739,F,N,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454,-505,1,0,0,1,High skill tech staff,4
5068747,F,N,N,0,157500,Working,Higher education,Civil marriage,With parents,-13231,-201,1,0,0,0,Accountants,2
5025029,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20013,365243,1,0,0,0,,2
5149353,M,Y,Y,0,,Commercial associate,Higher education,Married,House / apartment,-12208,-3273,1,0,0,0,Accountants,2
5022571,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,,2
5024578,F,N,N,1,90000,Working,Secondary / secondary special,Married,With parents,-10253,-1462,1,0,0,0,Laborers,3
5058405,M,Y,Y,0,247500,Working,Higher education,Married,House / apartment,-12843,-2609,1,0,0,0,Managers,2
5041869,M,Y,N,0,99000,State servant,Secondary / secondary special,Married,House / apartment,-19433,-521,1,1,1,0,Core staff,2
5115894,M,Y,N,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,1,0,0,0,Drivers,2
5062749,M,Y,N,1,202500,State servant,Higher education,Married,House / apartment,-13387,-2467,1,0,0,0,,3
5045611,F,N,Y,2,90000,Working,Secondary / secondary special,Married,House / apartment,-11762,-716,1,0,0,0,,4
5113288,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4
5053003,F,Y,Y,0,157500,Working,Incomplete higher,Married,House / apartment,-9389,-1632,1,1,1,0,,2
5118038,F,N,N,2,121500,Working,Higher education,Married,House / apartment,-11697,-614,1,0,0,0,HR staff,4
5091405,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-17579,-1904,1,1,0,0,Laborers,1
5137022,F,N,N,0,180000,State servant,Secondary / secondary special,Widow,House / apartment,-18181,-351,1,1,1,0,Laborers,1
5117594,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,-16898,-7310,1,1,1,0,Core staff,1
5085704,M,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-19474,365243,1,0,0,0,,2
5137292,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-15243,-7260,1,1,1,0,High skill tech staff,3
5038751,M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,-14192,-626,1,0,0,0,Drivers,4
5099900,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20341,-6853,1,0,0,0,Laborers,2
5116676,M,Y,Y,3,270000,Working,Secondary / secondary special,Married,House / apartment,-13427,-458,1,1,0,0,Laborers,5
5061321,F,Y,Y,1,261000,State servant,Higher education,Married,House / apartment,-15050,-1628,1,0,0,0,Managers,3
5139410,F,Y,Y,2,135000,State servant,Secondary / secondary special,Married,House / apartment,-14439,-6094,1,1,0,0,Core staff,4
5048486,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-12992,-734,1,1,1,0,Drivers,2
5139658,F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,-23483,365243,1,0,0,0,,2
5091280,M,N,Y,1,103500,Working,Secondary / secondary special,Married,House / apartment,-11822,-657,1,1,0,0,Laborers,3
5023186,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2
5054307,M,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3
5116879,F,N,N,0,112500,Working,Higher education,Single / not married,With parents,-11061,-157,1,1,1,0,High skill tech staff,1
5050453,M,N,Y,1,231750,Working,Secondary / secondary special,Married,House / apartment,-14247,-135,1,0,0,0,,3
5022804,F,Y,Y,0,202500,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,1
5091374,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-15366,-1266,1,1,1,0,Drivers,2
5135484,F,N,Y,0,135000,State servant,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,1
5054188,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2
5054626,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034,365243,1,0,0,0,,1
5068548,M,Y,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351,-1023,1,0,0,0,Laborers,2
5053472,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18516,-2129,1,1,1,0,Low-skill Laborers,2
5105395,F,N,Y,0,135000,Working,Incomplete higher,Single / not married,House / apartment,-10932,-575,1,0,0,0,Secretaries,1
5029554,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751,365243,1,0,0,0,,1
5089722,F,N,N,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617,-3262,1,1,1,1,Private service staff,1
5066562,F,N,N,0,180000,Commercial associate,Incomplete higher,Married,With parents,-8247,-430,1,1,0,1,Sales staff,2
5062547,F,N,Y,3,247500,Commercial associate,Incomplete higher,Married,House / apartment,-12099,-2207,1,0,0,1,,5
5010203,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2
5024665,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-14425,-4568,1,1,1,0,Laborers,2
5089626,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2
5021373,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2
5054699,M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,,-6908,1,0,0,0,Laborers,2
5051180,M,Y,N,1,,Working,Secondary / secondary special,Married,House / apartment,-13086,-1931,1,0,1,0,Laborers,3
5143515,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280,365243,1,0,0,0,,1
5018461,F,N,Y,1,166500,Working,Secondary / secondary special,Married,House / apartment,-20208,-8033,1,0,1,0,,3
5096300,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320,-2257,1,0,0,0,High skill tech staff,3
5148897,M,N,Y,0,90900,Pensioner,Secondary / secondary special,Married,House / apartment,-22233,365243,1,0,1,0,,2
5025047,F,Y,N,3,112500,Working,Secondary / secondary special,Married,House / apartment,-11731,-3776,1,1,1,0,,5
5092164,F,Y,Y,0,45900,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282,365243,1,0,1,0,,1
5053143,M,N,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301,-140,1,0,1,0,,3
5038510,F,N,Y,0,103500,Working,Incomplete higher,Married,House / apartment,-11855,-4583,1,0,0,0,Laborers,2
5023482,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,-15931,-4404,1,1,1,0,Core staff,3
5054099,M,Y,N,2,202500,Working,Higher education,Married,House / apartment,-11736,-727,1,0,0,0,Drivers,4
5062713,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3
5088851,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-11353,-2316,1,0,0,1,Accountants,2
5111117,F,N,Y,1,315000,Working,Higher education,Married,House / apartment,-11602,-1455,1,0,0,0,Managers,3
5118115,M,N,N,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,1,0,Drivers,3
5024258,M,N,Y,0,162000,Working,Secondary / secondary special,Single / not married,House / apartment,-11495,-581,1,0,0,0,Security staff,1
5113976,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,1,Laborers,2
5099907,F,N,Y,2,112500,Working,Incomplete higher,Married,House / apartment,-10927,-1860,1,0,0,0,Core staff,4
5092332,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24946,365243,1,0,1,0,,1
5038932,F,N,Y,0,94500,Commercial associate,Higher education,Separated,House / apartment,-14548,-6317,1,0,1,0,Medicine staff,1
5078924,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16116,-1000,1,0,1,0,Laborers,2
5068390,F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,1,Sales staff,2
5046036,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527,365243,1,0,0,0,,2
5033788,F,N,Y,1,315000,Working,Higher education,Separated,House / apartment,-15738,-4766,1,1,1,0,Private service staff,2
5010781,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-14474,-2259,1,0,0,1,Core staff,3
5022761,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,2
5041980,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,Laborers,2
5113854,M,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-15323,-8290,1,1,0,0,Laborers,1
5126612,F,Y,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395,365243,1,0,1,0,,1
5132264,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,,-2052,1,0,1,0,Laborers,2
5142136,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,-17001,-5004,1,0,0,0,Medicine staff,4
5088163,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,1,0,0,0,Core staff,1
5146086,M,N,N,0,148500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14122,-1193,1,0,0,1,Laborers,1
5139553,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-13584,-6337,1,0,1,0,Medicine staff,4
5041474,F,N,Y,0,90000,Commercial associate,Higher education,Married,House / apartment,-9006,-793,1,0,0,1,Sales staff,2
5025020,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,-21512,365243,1,0,0,0,,2
5118270,F,N,N,0,99000,Working,Secondary / secondary special,Married,With parents,-19566,-5453,1,1,0,0,Medicine staff,2
5095324,F,N,Y,0,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854,365243,1,0,1,0,,1
5142290,F,N,Y,1,162000,State servant,Higher education,Civil marriage,House / apartment,-15027,-88,1,0,0,0,Accountants,3
5148792,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450,-5495,1,0,0,0,Managers,1
5062031,F,Y,Y,0,225000,Working,Higher education,Single / not married,House / apartment,-9688,-593,1,0,1,1,,1
5088836,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,-12563,-3715,1,0,0,1,Accountants,2
5035418,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-21111,-4816,1,0,0,0,Core staff,2
5089896,F,N,Y,0,67500,Pensioner,Higher education,Single / not married,Municipal apartment,-23694,365243,1,0,0,1,,1
5137407,F,N,N,0,157500,Working,Higher education,Separated,House / apartment,-17237,-3000,1,0,0,0,Medicine staff,1
5086060,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20542,-9422,1,0,1,0,Core staff,2
5095117,F,N,Y,0,67500,Working,Higher education,Married,House / apartment,-14240,-1586,1,0,0,0,Core staff,2
5067419,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-23334,365243,1,0,0,0,,2
5041307,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-23118,365243,1,0,1,0,,2
5146401,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-19682,-2104,1,1,0,0,Cleaning staff,1
5105137,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9957,-1032,1,0,0,0,Laborers,1
5053388,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300,-9698,1,0,0,1,Managers,2
5146467,M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,-9983,-1923,1,0,0,0,,2
5113082,F,N,Y,1,112500,Working,Higher education,Single / not married,House / apartment,-15303,-1131,1,0,0,0,Core staff,2
5052755,M,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-10570,-1175,1,0,0,0,Managers,2
5092436,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-19921,365243,1,0,1,0,,2
5022243,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,1,0,0,1,High skill tech staff,2
5113020,M,Y,Y,0,202500,State servant,Secondary / secondary special,Married,House / apartment,-14622,-2199,1,0,0,0,Core staff,2
5058267,M,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,With parents,-17868,-1912,1,0,0,0,Drivers,3
5037247,M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-12170,-926,1,0,0,0,Laborers,4
5100461,M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417,-2499,1,0,0,0,High skill tech staff,3
5096753,M,Y,N,0,328500,Working,Higher education,Married,House / apartment,-14897,-2654,1,1,1,0,,2
5091778,M,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874,-1174,1,1,0,0,Laborers,4
5038569,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19974,-230,1,0,1,0,Laborers,2
5069169,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-10314,-962,1,0,0,1,Sales staff,2
5065820,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,,-2276,1,0,0,0,Laborers,3
5091048,F,N,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,-15438,-2197,1,0,0,1,Secretaries,4
5097134,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-11382,-2468,1,1,1,0,Drivers,2
5097106,F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,-21026,-11448,1,0,1,0,,2
5099877,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-21671,365243,1,0,1,0,,2
5033884,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20063,-932,1,1,1,0,Core staff,2
5097024,M,Y,N,0,198000,Commercial associate,Higher education,Married,House / apartment,-13643,-2956,1,0,0,0,Managers,2
5010412,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,,2
5091144,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-10785,-1345,1,0,0,0,,2
5088503,M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,-21897,-619,1,0,0,0,Security staff,2
5126142,M,Y,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4
5067020,F,Y,Y,1,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152,-1253,1,0,0,1,Laborers,3
5061076,M,Y,N,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-14926,-3242,1,1,0,0,,2
5126527,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,-12269,-196,1,0,1,0,Medicine staff,2
5078931,M,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15853,-298,1,0,1,0,Laborers,1
5125471,M,Y,Y,1,450000,Commercial associate,Higher education,Married,House / apartment,-17437,-1748,1,0,0,0,,3
5025207,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901,-124,1,0,0,0,Drivers,3
5042097,F,N,N,1,108000,Working,Secondary / secondary special,Separated,House / apartment,-14349,-4082,1,0,1,0,,2
5067653,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,2
5089137,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,,2
5065601,M,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867,-1266,1,0,1,0,Laborers,2
5112833,F,N,Y,1,90000,Working,Secondary / secondary special,Separated,With parents,-13200,-1017,1,0,1,1,Sales staff,2
5024636,F,N,Y,0,,Working,Secondary / secondary special,Married,House / apartment,-19922,-1128,1,0,0,0,,2
5050549,M,N,N,2,225000,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,1,0,0,Laborers,4
5065763,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14746,-693,1,0,0,0,,1
5089269,F,N,N,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,1,0,0,Cleaning staff,1
5061207,M,Y,Y,14,225000,Working,Secondary / secondary special,Separated,House / apartment,-17754,-1689,1,0,0,0,Drivers,15
5028684,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-9582,-3003,1,0,0,1,Laborers,2
5028737,M,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483,-4039,1,0,0,0,Managers,2
5113406,M,Y,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,1
5025741,F,Y,N,0,216000,Working,Higher education,Married,Municipal apartment,-11974,-282,1,0,1,0,Sales staff,2
5045992,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-4491,1,0,0,0,Laborers,2
5054453,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-17914,-1155,1,0,0,0,Laborers,2
5024586,F,Y,Y,2,315000,State servant,Secondary / secondary special,Married,House / apartment,-12348,-1220,1,0,0,0,Managers,4
5090701,F,N,N,0,594000,Pensioner,Higher education,Single / not married,Municipal apartment,-17387,365243,1,0,0,0,,1
5091929,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18197,-657,1,0,0,0,,2
5149034,F,N,Y,0,180000,State servant,Higher education,Married,House / apartment,-17483,-1203,1,0,0,0,Core staff,2
5114114,M,Y,N,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-17054,-712,1,0,1,0,Security staff,1
5142579,F,Y,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,-20668,-2844,1,0,0,0,,2
5046035,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527,365243,1,0,0,0,,2
5050756,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18058,-4031,1,1,0,0,Drivers,2
5047853,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,1,0,0,0,,3
5009790,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5135819,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,1,0,0,0,Laborers,2
5092287,F,N,Y,0,247500,Pensioner,Higher education,Married,House / apartment,-22107,365243,1,0,0,0,,2
5105743,M,Y,N,2,112500,Working,Higher education,Married,House / apartment,,-6693,1,1,1,0,High skill tech staff,4
5028280,F,N,N,1,157500,Commercial associate,Incomplete higher,Married,With parents,-11941,-2760,1,0,0,0,,3
5095896,F,N,N,1,112500,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,Managers,3
5024352,M,Y,Y,0,585000,Commercial associate,Secondary / secondary special,Married,With parents,-16653,-1646,1,0,0,0,Drivers,2
5100027,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19317,-11542,1,0,0,0,Medicine staff,2
5028337,F,Y,N,1,225000,Working,Higher education,Single / not married,With parents,-13861,-5408,1,0,0,0,Laborers,2
5090788,F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909,-1374,1,0,0,0,Managers,2
5046126,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20301,-3092,1,1,1,0,Managers,2
5092265,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17837,-351,1,0,0,0,Security staff,2
5143319,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20838,365243,1,0,0,0,,2
5114354,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9810,-2993,1,1,0,0,,2
5117248,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-12974,-2379,1,0,0,0,Laborers,4
5024386,F,N,N,0,117000,Working,Secondary / secondary special,Married,Municipal apartment,-13494,-1281,1,0,0,0,Sales staff,2
5026178,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19171,-7804,1,1,0,0,Laborers,2
5033439,M,Y,N,2,270000,Working,Higher education,Married,House / apartment,-11723,-3002,1,0,1,0,,4
5089320,F,Y,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-11616,-825,1,1,1,1,High skill tech staff,2
5053872,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-11627,-2128,1,0,0,0,,3
